32,0.5859375,0,0,0,0,0,0,0,0
33,0.5859375,0.18380695662768032,-0.046783625730994149,0.40213054337231968,0.73294346978557501,38.5,94.5,45.5,119.5
34,0.5859375,0.10681080957602339,0.32748538011695905,0.4810798154239766,0.73294346978557501,295.5,224.5,307.5,237.5
35,0.5859375,0.012266995614035089,-0.046783625730994149,0.5736705043859649,0.73294346978557501,46.5,94.5,64.5,119.5
36,0.5859375,0.025420131274366473,-0.20272904483430798,0.55563455622563351,0.88888888888888884,20.5,272.5,37.5,307.5
37,0.5859375,-0.01403927570662768,-0.046783625730994149,0.60974240070662766,0.76413255360623777,264.5,149.5,284.5,175.5
38,0.5859375,-0.014985380116959063,-0.046783625730994149,0.63998538011695905,0.76413255360623777,285.5,149.5,306.5,175.5
39,0.5859375,0.1994014985380117,0.32748538011695905,0.3865360014619883,0.73294346978557501,297.5,176.5,303.5,189.5
40,0.5859375,0.090270163255360622,-0.14035087719298245,0.52691733674463936,0.82651072124756331,293.5,276.5,307.5,307.5
41,0.5859375,0.059020163255360622,-0.14035087719298245,0.49566733674463936,0.82651072124756331,58.5,206.5,72.5,237.5
42,0.5859375,0.012266995614035089,0.077972709551656916,0.5736705043859649,0.60818713450292394,132.5,2.5,150.5,19.5
43,0.5859375,0.012266995614035089,0.046783625730994149,0.5736705043859649,0.63937621832358671,18.5,0.5,36.5,19.5
44,0.5859375,0.16818195662768032,-0.26510721247563351,0.38650554337231968,0.17153996101364521,295.5,209.5,302.5,223.5
45,0.5859375,0.012266995614035089,0.26510721247563351,0.5736705043859649,0.45224171539961011,228.5,34.5,246.5,40.5
46,0.5859375,0.18380695662768032,-0.046783625730994149,0.40213054337231968,0.17153996101364521,201.5,33.5,208.5,40.5
47,0.5859375,0.023009183114035089,-0.14035087719298245,0.5844126918859649,0.82651072124756331,73.5,206.5,91.5,237.5
48,0.5859375,0.012266995614035089,-0.046783625730994149,0.5736705043859649,0.76413255360623777,0.5,120.5,18.5,146.5
49,0.5859375,0.048827173184697856,-0.046783625730994149,0.54785251431530213,0.73294346978557501,148.5,94.5,164.5,119.5
50,0.5859375,0.0078724643640350894,-0.046783625730994149,0.5692759731359649,0.76413255360623777,19.5,120.5,37.5,146.5
51,0.5859375,0.020293178149366473,-0.046783625730994149,0.55050760310063351,0.76413255360623777,38.5,120.5,55.5,146.5
52,0.5859375,-0.0047923900462962937,-0.046783625730994149,0.58780020254629628,0.73294346978557501,165.5,94.5,184.5,119.5
53,0.5859375,0.018614651864035089,-0.046783625730994149,0.5800181606359649,0.73294346978557501,204.5,94.5,222.5,119.5
54,0.5859375,0.017638089364035089,-0.046783625730994149,0.5790415981359649,0.73294346978557501,244.5,94.5,262.5,119.5
55,0.5859375,0.012785734953703706,-0.046783625730994149,0.60537832754629628,0.73294346978557501,263.5,94.5,282.5,119.5
56,0.5859375,0.012266995614035089,-0.046783625730994149,0.5736705043859649,0.76413255360623777,56.5,120.5,74.5,146.5
57,0.5859375,0.011778714364035089,-0.046783625730994149,0.5731822231359649,0.73294346978557501,283.5,94.5,301.5,119.5
58,0.5859375,0.18380695662768032,-0.046783625730994149,0.40213054337231968,0.57699805068226118,99.5,20.5,106.5,40.5
59,0.5859375,0.15844678971734893,-0.26510721247563351,0.40795946028265107,0.57699805068226118,298.5,243.5,306.5,270.5
60,0.5859375,0.015654506274366473,0.046783625730994149,0.54586893122563351,0.63937621832358671,75.5,0.5,92.5,19.5
61,0.5859375,0.012266995614035089,0.14035087719298245,0.5736705043859649,0.54580896686159841,207.5,6.5,225.5,19.5
62,0.5859375,0.040068568774366473,0.046783625730994149,0.57028299372563351,0.63937621832358671,57.5,0.5,74.5,19.5
63,0.5859375,0.024413110684697856,-0.046783625730994149,0.52343845181530213,0.76413255360623777,75.5,120.5,91.5,146.5
64,0.5859375,0.0073841831140350894,-0.17153996101364521,0.5687876918859649,0.76413255360623777,161.5,207.5,179.5,237.5
65,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.73294346978557501,19.5,67.5,39.5,92.5
66,0.5859375,0.035216214364035089,-0.046783625730994149,0.5966197231359649,0.73294346978557501,40.5,67.5,58.5,92.5
67,0.5859375,0.0027759693287037063,-0.046783625730994149,0.59536856192129628,0.76413255360623777,92.5,120.5,111.5,146.5
68,0.5859375,0.030333401864035089,-0.046783625730994149,0.5917369106359649,0.73294346978557501,79.5,67.5,97.5,92.5
69,0.5859375,0.042509975024366473,-0.046783625730994149,0.57272439997563351,0.73294346978557501,98.5,67.5,115.5,92.5
70,0.5859375,0.052275600024366473,-0.046783625730994149,0.58249002497563351,0.73294346978557501,116.5,67.5,133.5,92.5
71,0.5859375,-0.0067455150462962937,-0.046783625730994149,0.58584707754629628,0.76413255360623777,131.5,120.5,150.5,146.5
72,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.73294346978557501,134.5,67.5,151.5,92.5
73,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.73294346978557501,152.5,67.5,168.5,92.5
74,0.5859375,-0.00042831688596491058,-0.046783625730994149,0.5609751918859649,0.73294346978557501,169.5,67.5,187.5,92.5
75,0.5859375,0.039610745614035089,-0.046783625730994149,0.6010142543859649,0.73294346978557501,188.5,67.5,206.5,92.5
76,0.5859375,0.042509975024366473,-0.046783625730994149,0.57272439997563351,0.73294346978557501,207.5,67.5,224.5,92.5
77,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.73294346978557501,59.5,41.5,76.5,66.5
78,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.73294346978557501,96.5,41.5,113.5,66.5
79,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.76413255360623777,159.5,120.5,178.5,146.5
80,0.5859375,0.031798245614035089,-0.046783625730994149,0.5932017543859649,0.73294346978557501,114.5,41.5,132.5,66.5
81,0.5859375,-0.0033275462962962937,-0.26510721247563351,0.58926504629629628,0.76413255360623777,125.5,274.5,144.5,307.5
82,0.5859375,0.032286526864035089,-0.046783625730994149,0.5936900356359649,0.73294346978557501,77.5,41.5,95.5,66.5
83,0.5859375,0.025420131274366473,-0.046783625730994149,0.55563455622563351,0.76413255360623777,179.5,120.5,196.5,146.5
84,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.73294346978557501,39.5,41.5,58.5,66.5
85,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.73294346978557501,21.5,41.5,38.5,66.5
86,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.73294346978557501,0.5,41.5,20.5,66.5
87,0.5859375,-0.03451663011695906,-0.046783625730994149,0.62045413011695905,0.73294346978557501,285.5,67.5,306.5,92.5
88,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.73294346978557501,265.5,67.5,284.5,92.5
89,0.5859375,-0.03451663011695906,-0.046783625730994149,0.62045413011695905,0.73294346978557501,243.5,67.5,264.5,92.5
90,0.5859375,0.032744350024366473,-0.046783625730994149,0.56295877497563351,0.73294346978557501,225.5,67.5,242.5,92.5
91,0.5859375,0.1473381533260234,-0.14035087719298245,0.5216071591739766,0.85769980506822607,225.5,275.5,237.5,307.5
92,0.5859375,0.0015248081140350894,-0.14035087719298245,0.5629283168859649,0.82651072124756331,92.5,206.5,110.5,237.5
93,0.5859375,0.064330340826023388,-0.14035087719298245,0.4385993466739766,0.85769980506822607,238.5,275.5,250.5,307.5
94,0.5859375,0.059050621345029239,0.35867446393762181,0.52688687865497075,0.73294346978557501,226.5,7.5,241.5,19.5
95,0.5859375,0.012266995614035089,-0.14035087719298245,0.5736705043859649,0.046783625730994149,247.5,34.5,265.5,40.5
96,0.5859375,0.15356397721734893,0.57699805068226118,0.40307664778265107,0.82651072124756331,184.5,32.5,192.5,40.5
97,0.5859375,0.0098560474537037063,-0.046783625730994149,0.60244864004629628,0.57699805068226118,79.5,20.5,98.5,40.5
98,0.5859375,0.042998256274366473,-0.046783625730994149,0.57321268122563351,0.76413255360623777,233.5,120.5,250.5,146.5
99,0.5859375,0.020323636239035089,-0.046783625730994149,0.5817271450109649,0.57699805068226118,19.5,20.5,37.5,40.5
100,0.5859375,0.010283412524366473,-0.046783625730994149,0.54049783747563351,0.76413255360623777,251.5,120.5,268.5,146.5
101,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.57699805068226118,127.5,20.5,144.5,40.5
102,0.5859375,-0.0052806712962962937,-0.046783625730994149,0.58731192129629628,0.79532163742690054,134.5,148.5,153.5,175.5
103,0.5859375,0.010283412524366473,-0.26510721247563351,0.54049783747563351,0.57699805068226118,154.5,148.5,171.5,175.5
104,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.76413255360623777,269.5,120.5,285.5,146.5
105,0.5859375,0.042998256274366473,-0.046783625730994149,0.57321268122563351,0.79532163742690054,172.5,148.5,189.5,175.5
106,0.5859375,0.044860007005360622,-0.29629629629629628,0.48150718049463936,0.79532163742690054,38.5,272.5,52.5,307.5
107,0.5859375,0.036681058114035089,-0.046783625730994149,0.5980845668859649,0.76413255360623777,0.5,93.5,18.5,119.5
108,0.5859375,0.0054310581140350894,-0.046783625730994149,0.5668345668859649,0.76413255360623777,19.5,93.5,37.5,119.5
109,0.5859375,0.012266995614035089,-0.046783625730994149,0.5736705043859649,0.57699805068226118,0.5,20.5,18.5,40.5
110,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.57699805068226118,282.5,46.5,298.5,66.5
111,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.57699805068226118,264.5,46.5,281.5,66.5
112,0.5859375,0.045439662524366473,-0.26510721247563351,0.57565408747563351,0.57699805068226118,209.5,148.5,226.5,175.5
113,0.5859375,0.010283412524366473,-0.26510721247563351,0.54049783747563351,0.57699805068226118,227.5,148.5,244.5,175.5
114,0.5859375,0.0044849537037037063,-0.046783625730994149,0.59707754629629628,0.57699805068226118,227.5,46.5,246.5,66.5
115,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.57699805068226118,210.5,46.5,226.5,66.5
116,0.5859375,-0.0023814418859649106,-0.046783625730994149,0.5590220668859649,0.73294346978557501,185.5,94.5,203.5,119.5
117,0.5859375,0.035216214364035089,-0.046783625730994149,0.5966197231359649,0.57699805068226118,165.5,20.5,183.5,40.5
118,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.57699805068226118,107.5,20.5,126.5,40.5
119,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.57699805068226118,145.5,20.5,164.5,40.5
120,0.5859375,0.012266995614035089,-0.046783625730994149,0.5736705043859649,0.57699805068226118,38.5,20.5,56.5,40.5
121,0.5859375,-0.010651765046296294,-0.29629629629629628,0.58194082754629628,0.57699805068226118,181.5,176.5,200.5,204.5
122,0.5859375,0.042479516934697856,-0.046783625730994149,0.54150485806530213,0.57699805068226118,247.5,46.5,263.5,66.5
123,0.5859375,0.082457663255360622,-0.14035087719298245,0.51910483674463936,0.82651072124756331,111.5,206.5,125.5,237.5
124,0.5859375,0.1994014985380117,-0.20272904483430798,0.3865360014619883,0.88888888888888884,73.5,272.5,79.5,307.5
125,0.5859375,0.067809225755360622,-0.14035087719298245,0.50445639924463936,0.82651072124756331,126.5,206.5,140.5,237.5
126,0.5859375,0.012266995614035089,0.20272904483430798,0.5736705043859649,0.51461988304093564,273.5,9.5,291.5,19.5
160,0.5859375,0,0,0,0,0,0,0,0
161,0.5859375,0.18380695662768032,-0.23391812865497075,0.40213054337231968,0.57699805068226118,151.5,120.5,158.5,146.5
162,0.5859375,0.020323636239035089,-0.20272904483430798,0.5817271450109649,0.73294346978557501,180.5,207.5,198.5,237.5
163,0.5859375,0.015684964364035089,-0.046783625730994149,0.5770884731359649,0.76413255360623777,112.5,120.5,130.5,146.5
164,0.5859375,-0.0033275462962962937,0.015594541910331383,0.58926504629629628,0.67056530214424948,190.5,45.5,209.5,66.5
165,0.5859375,-0.03451663011695906,-0.046783625730994149,0.62045413011695905,0.73294346978557501,286.5,121.5,307.5,146.5
166,0.5859375,0.1994014985380117,-0.20272904483430798,0.3865360014619883,0.88888888888888884,80.5,272.5,86.5,307.5
167,0.5859375,-0.0033275462962962937,-0.14035087719298245,0.58926504629629628,0.82651072124756331,141.5,206.5,160.5,237.5
168,0.5859375,0.090239705165692005,0.54580896686159841,0.49569779483430798,0.79532163742690054,292.5,11.5,305.5,19.5
169,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.73294346978557501,65.5,94.5,85.5,119.5
170,0.5859375,0.066832663255360622,0.32748538011695905,0.50347983674463936,0.76413255360623777,180.5,5.5,194.5,19.5
171,0.5859375,-0.010407624421296294,-0.046783625730994149,0.58218496817129628,0.54580896686159841,37.5,0.5,56.5,19.5
172,0.5859375,0.012266995614035089,0.10916179337231968,0.5736705043859649,0.48343079922027288,242.5,7.5,260.5,19.5
173,0.5859375,0.012266995614035089,0.26510721247563351,0.5736705043859649,0.45224171539961011,209.5,34.5,227.5,40.5
174,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.73294346978557501,223.5,94.5,243.5,119.5
175,0.5859375,0.043456079434697856,0.57699805068226118,0.54248142056530213,0.73294346978557501,266.5,35.5,282.5,40.5
176,0.5859375,0.074645163255360622,0.29629629629629628,0.51129233674463936,0.76413255360623777,151.5,4.5,165.5,19.5
177,0.5859375,0.012266995614035089,0.046783625730994149,0.5736705043859649,0.63937621832358671,93.5,0.5,111.5,19.5
178,0.5859375,0.12118464836135479,0.35867446393762181,0.46426457038864521,0.76413255360623777,195.5,6.5,206.5,19.5
179,0.5859375,0.13677919027168617,0.32748538011695905,0.44867002847831383,0.76413255360623777,297.5,190.5,307.5,204.5
180,0.5859375,0.18286085221734893,0.57699805068226118,0.43237352278265107,0.82651072124756331,299.5,58.5,307.5,66.5
181,0.5859375,0.037657620614035089,-0.26510721247563351,0.5990611293859649,0.57699805068226118,79.5,148.5,97.5,175.5
182,0.5859375,-0.019898650706627677,-0.046783625730994149,0.60388302570662766,0.73294346978557501,86.5,94.5,106.5,119.5
183,0.5859375,0.18380695662768032,0.23391812865497075,0.40213054337231968,0.45224171539961011,193.5,33.5,200.5,40.5
184,0.5859375,0.16967725846734893,-0.29629629629629628,0.41918992903265107,0.046783625730994149,299.5,46.5,307.5,57.5
185,0.5859375,0.12142878898635479,0.35867446393762181,0.46450871101364521,0.73294346978557501,261.5,7.5,272.5,19.5
186,0.5859375,0.090239705165692005,0.32748538011695905,0.49569779483430798,0.76413255360623777,166.5,5.5,179.5,19.5
187,0.5859375,0.0037525318287037063,-0.046783625730994149,0.59634512442129628,0.54580896686159841,112.5,0.5,131.5,19.5
188,0.5859375,-0.0040599681712962937,-0.046783625730994149,0.58853262442129628,0.73294346978557501,59.5,67.5,78.5,92.5
189,0.5859375,0.0017994068287037063,-0.046783625730994149,0.59439199942129628,0.73294346978557501,133.5,41.5,152.5,66.5
190,0.5859375,0.014708401864035089,-0.046783625730994149,0.5761119106359649,0.76413255360623777,197.5,120.5,215.5,146.5
191,0.5859375,0.062499048184697856,-0.23391812865497075,0.56152438931530213,0.57699805068226118,216.5,120.5,232.5,146.5
192,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.95126705653021437,251.5,275.5,271.5,307.5
193,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.95126705653021437,272.5,275.5,292.5,307.5
194,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.95126705653021437,0.5,238.5,20.5,270.5
195,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.98245614035087714,145.5,274.5,165.5,307.5
196,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.95126705653021437,21.5,238.5,41.5,270.5
197,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.98245614035087714,166.5,274.5,186.5,307.5
198,0.5859375,-0.017487702546296294,-0.046783625730994149,0.57510489004629628,0.73294346978557501,107.5,94.5,126.5,119.5
199,0.5859375,0.0027759693287037063,-0.29629629629629628,0.59536856192129628,0.76413255360623777,87.5,273.5,106.5,307.5
200,0.5859375,0.042509975024366473,-0.046783625730994149,0.57272439997563351,0.95126705653021437,42.5,238.5,59.5,270.5
201,0.5859375,0.042509975024366473,-0.046783625730994149,0.57272439997563351,0.95126705653021437,60.5,238.5,77.5,270.5
202,0.5859375,0.042509975024366473,-0.046783625730994149,0.57272439997563351,0.95126705653021437,78.5,238.5,95.5,270.5
203,0.5859375,0.042509975024366473,-0.046783625730994149,0.57272439997563351,0.95126705653021437,96.5,238.5,113.5,270.5
204,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.95126705653021437,114.5,238.5,130.5,270.5
205,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.95126705653021437,131.5,238.5,147.5,270.5
206,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.95126705653021437,148.5,238.5,164.5,270.5
207,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.95126705653021437,165.5,238.5,181.5,270.5
208,0.5859375,-0.032105681956627677,-0.046783625730994149,0.59167599445662766,0.73294346978557501,127.5,94.5,147.5,119.5
209,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.98245614035087714,187.5,274.5,204.5,307.5
210,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.95126705653021437,182.5,238.5,201.5,270.5
211,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.95126705653021437,202.5,238.5,221.5,270.5
212,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.95126705653021437,222.5,238.5,241.5,270.5
213,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.98245614035087714,205.5,274.5,224.5,307.5
214,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.95126705653021437,242.5,238.5,261.5,270.5
215,0.5859375,0.027861537524366473,0.046783625730994149,0.55807596247563351,0.63937621832358671,0.5,0.5,17.5,19.5
216,0.5859375,-0.0057689525462962937,-0.10916179337231968,0.58682364004629628,0.79532163742690054,199.5,208.5,218.5,237.5
217,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.95126705653021437,262.5,238.5,279.5,270.5
218,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.95126705653021437,280.5,238.5,297.5,270.5
219,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.95126705653021437,40.5,205.5,57.5,237.5
220,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.95126705653021437,22.5,205.5,39.5,237.5
221,0.5859375,-0.03451663011695906,-0.046783625730994149,0.62045413011695905,0.95126705653021437,0.5,205.5,21.5,237.5
222,0.5859375,0.031798245614035089,-0.046783625730994149,0.5932017543859649,0.73294346978557501,0.5,67.5,18.5,92.5
223,0.5859375,-0.01110958820662768,-0.046783625730994149,0.61267208820662766,0.79532163742690054,58.5,148.5,78.5,175.5
224,0.5859375,0.0098560474537037063,-0.046783625730994149,0.60244864004629628,0.82651072124756331,201.5,176.5,220.5,204.5
225,0.5859375,0.0098560474537037063,-0.046783625730994149,0.60244864004629628,0.82651072124756331,0.5,147.5,19.5,175.5
226,0.5859375,0.0098560474537037063,-0.046783625730994149,0.60244864004629628,0.82651072124756331,275.5,209.5,294.5,237.5
227,0.5859375,0.0098560474537037063,-0.046783625730994149,0.60244864004629628,0.82651072124756331,258.5,176.5,277.5,204.5
228,0.5859375,0.0098560474537037063,-0.046783625730994149,0.60244864004629628,0.79532163742690054,38.5,148.5,57.5,175.5
229,0.5859375,0.0098560474537037063,-0.046783625730994149,0.60244864004629628,0.85769980506822607,219.5,208.5,238.5,237.5
230,0.5859375,-0.03549319261695906,-0.046783625730994149,0.61947756761695905,0.57699805068226118,57.5,20.5,78.5,40.5
231,0.5859375,0.020323636239035089,-0.29629629629629628,0.5817271450109649,0.57699805068226118,0.5,176.5,18.5,204.5
232,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.82651072124756331,55.5,176.5,72.5,204.5
233,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.82651072124756331,19.5,176.5,36.5,204.5
234,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.82651072124756331,37.5,176.5,54.5,204.5
235,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.79532163742690054,20.5,148.5,37.5,175.5
236,0.5859375,0.042998256274366473,-0.046783625730994149,0.57321268122563351,0.82651072124756331,128.5,176.5,145.5,204.5
237,0.5859375,0.042998256274366473,-0.046783625730994149,0.57321268122563351,0.82651072124756331,163.5,176.5,180.5,204.5
238,0.5859375,0.042998256274366473,-0.046783625730994149,0.57321268122563351,0.82651072124756331,239.5,209.5,256.5,237.5
239,0.5859375,0.042998256274366473,-0.046783625730994149,0.57321268122563351,0.79532163742690054,116.5,148.5,133.5,175.5
240,0.5859375,0.015196683114035089,-0.046783625730994149,0.5766001918859649,0.79532163742690054,245.5,148.5,263.5,175.5
241,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.82651072124756331,146.5,176.5,162.5,204.5
242,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.82651072124756331,92.5,176.5,109.5,204.5
243,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.82651072124756331,240.5,176.5,257.5,204.5
244,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.82651072124756331,257.5,209.5,274.5,237.5
245,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.82651072124756331,110.5,176.5,127.5,204.5
246,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.79532163742690054,98.5,148.5,115.5,175.5
247,0.5859375,0.012266995614035089,0.015594541910331383,0.5736705043859649,0.67056530214424948,171.5,45.5,189.5,66.5
248,0.5859375,0.027861537524366473,-0.10916179337231968,0.55807596247563351,0.63937621832358671,153.5,42.5,170.5,66.5
249,0.5859375,0.035216214364035089,-0.046783625730994149,0.5966197231359649,0.82651072124756331,73.5,176.5,91.5,204.5
250,0.5859375,0.035216214364035089,-0.046783625730994149,0.5966197231359649,0.82651072124756331,278.5,176.5,296.5,204.5
251,0.5859375,0.035216214364035089,-0.046783625730994149,0.5966197231359649,0.82651072124756331,221.5,176.5,239.5,204.5
252,0.5859375,0.035216214364035089,-0.046783625730994149,0.5966197231359649,0.79532163742690054,190.5,148.5,208.5,175.5
253,0.5859375,-0.010651765046296294,-0.29629629629629628,0.58194082754629628,0.82651072124756331,0.5,271.5,19.5,307.5
254,0.5859375,0.045439662524366473,-0.26510721247563351,0.57565408747563351,0.76413255360623777,107.5,274.5,124.5,307.5
255,0.5859375,-0.010651765046296294,-0.29629629629629628,0.58194082754629628,0.79532163742690054,53.5,272.5,72.5,307.5
